Symbol,Name,Industry,IndustryCode
FWRG,First Watch Restaurant Group Inc,호텔 및 엔터테인먼트,533010
HIFS,Hingham Institution For Savings,은행,551010
NNDM,Nano Dimension Ltd ADR,전자 장비 및 부품,571040
PERI,Perion Network Ltd,소프트웨어 및 IT서비스,572010
CLAR,Clarus Corp,레저 상품,532050
GOCO,Gohealth Inc Class A,보험,553010
NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
BGRY,Berkshire Grey Inc Class A,"건설장비 및 대형차, 기차, 배",521020
VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
CTBI,Community Trust Bancorp Inc,은행,551010
KURA,Kura Oncology Inc,생명과학 및 메디컬 리서치,562020
DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
FBMS,First Bancshares Inc (Mississippi),은행,551010
SPRC,Scisparc Ltd,제약,562010
HWKN,Hawkins Inc,화학,511010
SWBI,Smith & Wesson Brands Inc,레저 상품,532050
LYLT,Loyalty Ventures Inc,소프트웨어 및 IT서비스,572010
WINA,Winmark Corp,전문품 상점,534030
HIBB,Hibbett Inc,전문품 상점,534030
TILE,Interface Inc,가정용품,532040
MGNX,MacroGenics Inc,생명과학 및 메디컬 리서치,562020
BCOR,Blucora Inc,투자은행 및 서비스,551020
PRDO,Perdoceo Education Corp,교육서비스,631010
SLRC,SLR Investment Corp,다양한 금융서비스,555010
ARQT,Arcutis Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
TRVG,Trivago NV ADR,소프트웨어 및 IT서비스,572010
GSBC,Great Southern Bancorp Inc,은행,551010
CGNT,Cognyte Software Ltd,소프트웨어 및 IT서비스,572010
INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
PCT,Purecycle Technologies Inc,전문 및 상업 서비스,522030
DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
NWLI,National Western Life Group Inc Class A,보험,553010
CFB,Crossfirst Bankshares Inc,은행,551010
PAYA,Paya Holdings Inc Class A,전문 및 상업 서비스,522030
ORGN,Origin Materials Inc Class A,화학,511010
HONE,HarborOne Bancorp Inc,은행,551010
LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
SMFR,Sema4 Holdings Corp Class A,헬스케어 장비 및 용품,561010
TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HAFC,Hanmi Financial Corp,은행,551010
BOOM,DMC Global Inc,오일 및 가스 장비 및 서비스,501030
FFIC,Flushing Financial Corp,은행,551010
AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
MF,Missfresh Ltd ADR,소프트웨어 및 IT서비스,572010
IMVT,Immunovant Inc,생명과학 및 메디컬 리서치,562020
MERC,Mercer International Inc,종이 및 임산물,513010
PRCT,Procept Biorobotics Corp,헬스케어 장비 및 용품,561010
FMBH,First Mid Bancshares Inc,은행,551010
DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
ETAC,E.Merge Technology Acquisition Corp Class A,기타 금융업,556010
HTBK,Heritage Commerce Corp,은행,551010
ENDP,Endo International PLC,제약,562010
CONXU,CONX Units,기타 금융업,556010
CBTX,CBTX Inc,은행,551010
VTYX,Ventyx Biosciences Inc,생명과학 및 메디컬 리서치,562020
HIVE,HIVE Blockchain Technologies Ltd,핀테크,573010
OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
SCRMU,Screaming Eagle Acquisition Units,기타 금융업,556010
CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
QSI,Quantum-Si Inc Class A,반도체 및 반도체 장비,571010
OSW,Onespaworld Holdings Ltd,호텔 및 엔터테인먼트,533010
TNT,Peak Fintech Group Inc,핀테크,573010
PLL,Piedmont Lithium Inc,화학,511010
SOPH,Sophia Genetics SA,소프트웨어 및 IT서비스,572010
JYNT,Joint Corp,헬스케어 업체 및 서비스,561020
SVFA,SVF Investment Corp Class A,기타 금융업,556010
OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
LMACA,Liberty Media Acquisition Corp Series A,기타 금융업,556010
CAC,Camden National Corp,은행,551010
CGBD,TCG BDC Inc,은행,551010
CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
LOVE,Lovesac Co,가정용품,532040
CVGW,Calavo Growers Inc,식품 및 담배,541020
BTWN,Bridgetown Holdings Ltd Class A,기타 금융업,556010
HIII,Hudson Executive Investment Corp III Class A,기타 금융업,556010
TNGX,Tango Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ONEW,OneWater Marine Inc Class A,레저 상품,532050
AIRS,Airsculpt Technologies Inc,헬스케어 업체 및 서비스,561020
IPSC,Century Therapeutics Inc,생명과학 및 메디컬 리서치,562020
OB,Outbrain Inc,소프트웨어 및 IT서비스,572010
DHC,Diversified Healthcare Trust,주택 및 상업용 리츠,601020
EWTX,Edgewise Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
TIGR,UP Fintech Holding Ltd ADR,투자은행 및 서비스,551020
SBNYP,Signature Bank ADR,은행,551010
SCOA,Scion Tech Growth I Class A,기타 금융업,556010
ADGI,Adagio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LGAC,Lazard Growth Acquisition Corp I,기타 금융업,556010
SLAM,Slam Corp Class A,기타 금융업,556010
MSDA,MSD Acquisition Corp Class A,기타 금융업,556010
ELMS,Electric Last Mile Solutions Inc Class A,자동차 및 자동차 부품,531010
USLM,United States Lime & Minerals Inc,건축 자재,512020
BITF,Bitfarms Ltd,핀테크,573010
VLDR,Velodyne Lidar Inc,전자 장비 및 부품,571040
AKRO,Akero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CIFR,Cipher Mining Inc,핀테크,573010
LBC,Luther Burbank Corp,은행,551010
MCRB,Seres Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BRY,Berry Corporation (Bry),오일 및 가스,501020
AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
ANIP,ANI Pharmaceuticals Inc,제약,562010
SGHT,Sight Sciences Inc,헬스케어 장비 및 용품,561010
MGTX,MeiraGTx Holdings PLC,제약,562010
MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
INGN,Inogen Inc,헬스케어 장비 및 용품,561010
BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
IIIV,I3 Verticals Inc Class A,전문 및 상업 서비스,522030
CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,다양한 소매업,534020
CONN,Conn's Inc,전문품 상점,534030
SIBN,SI-BONE Inc,헬스케어 장비 및 용품,561010
KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TRNS,Transcat Inc,전문 및 상업 서비스,522030
PRAX,Praxis Precision Medicines Inc,생명과학 및 메디컬 리서치,562020
BPYPM,Brookfield Property Preferred LP PRF,은행,551010
GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
VSEC,VSE Corp,우주항공 및 국방,521010
PLBY,Plby Group Inc,전문품 상점,534030
NOTV,Inotiv Inc,생명과학 및 메디컬 리서치,562020
MXCT,MaxCyte Inc,헬스케어 장비 및 용품,561010
RNA,Avidity Biosciences Inc,제약,562010
VITL,Vital Farms Inc,식품 및 약품소매,543010
STOK,Stoke Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
CINC,CinCor Pharma Inc,생명과학 및 메디컬 리서치,562020
GEVO,Gevo Inc,재생에너지,502010
RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
CCD,Calamos Dynamic Convertible and Income Fund,다양한 금융서비스,555010
AMYT,Amryt Pharma PLC ADR,제약,562010
RUBY,Rubius Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HMPT,Home Point Capital Inc,은행,551010
CDZIP,Cadiz Inc ADR,수도 유틸리티,591030
PGC,Peapack-Gladstone Financial Corp,은행,551010
SP,SP Plus Corp,운송 인프라,524070
OCGN,Ocugen Inc,생명과학 및 메디컬 리서치,562020
AMRK,A-Mark Precious Metals Inc,메탈&마이닝,512010
ICVX,Icosavax Inc,생명과학 및 메디컬 리서치,562020
ASLE,AerSale Corp,우주항공 및 국방,521010
ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
MCBS,Metrocity Bankshares Inc,은행,551010
CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
TRST,TrustCo Bank Corp N Y,은행,551010
CATC,Cambridge Bancorp,은행,551010
DCGO,DocGo Inc,헬스케어 업체 및 서비스,561020
CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CRAI,CRA International Inc,전문 및 상업 서비스,522030
CMLT,CM Life Sciences III Inc Class A,기타 금융업,556010
OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
OSPN,OneSpan Inc,통합 하드웨어 및 소프트웨어,571070
RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
NEWT,Newtek Business Services Corp,은행,551010
GRPN,Groupon Inc,다양한 소매업,534020
VIEW,View Inc Class A,주택건설,532030
CRMT,America's CAR-MART Inc,전문품 상점,534030
RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
WIFI,Boingo Wireless Inc,통신 서비스,574010
ABSI,Absci Corp,생명과학 및 메디컬 리서치,562020
KPTI,Karyopharm Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
OFIX,Orthofix Medical Inc,헬스케어 장비 및 용품,561010
ATNI,ATN International Inc,통신 서비스,574010
SRRK,Scholar Rock Holding Corp,생명과학 및 메디컬 리서치,562020
DDI,DoubleDown Interactive Co Ltd ADR,호텔 및 엔터테인먼트,533010
DSGN,Design Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BNGO,Bionano Genomics Inc,헬스케어 장비 및 용품,561010
RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
LX,Lexinfintech Holdings Ltd ADR,은행,551010
ETACU,E Merge Technology Acquisition Units,기타 금융업,556010
TBPH,Theravance Biopharma Inc,제약,562010
CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
IIVIP,II-VI Inc Convertible Preference Shares Series A,전자 장비 및 부품,571040
SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
COLL,Collegium Pharmaceutical Inc,제약,562010
UPLD,Upland Software Inc,소프트웨어 및 IT서비스,572010
MAPS,WM Technology Inc Class A,소프트웨어 및 IT서비스,572010
IMXI,International Money Express Inc,전문 및 상업 서비스,522030
IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
TBLD,Thornburg Income Builder Opportunities Trust,다양한 금융서비스,555010
KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
PETQ,PetIQ Inc Class A,제약,562010
EGRX,Eagle Pharmaceuticals Inc,제약,562010
LMACU,Liberty Media Acquisition Units,기타 금융업,556010
BMRC,Bank of Marin Bancorp,은행,551010
TROO,TROOPS Inc,은행,551010
VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
UFCS,United Fire Group Inc,보험,553010
BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
ACBI,Atlantic Capital Bancshares Inc,은행,551010
MBWM,Mercantile Bank Corp,은행,551010
CUTR,Cutera Inc,헬스케어 장비 및 용품,561010
SVFAU,SVF Investment Units,기타 금융업,556010
PHAR,Pharming Group NV ADR,제약,562010
INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
BTWNU,Bridgetown Hldg Units,기타 금융업,556010
SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
ACRS,Aclaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NUVL,Nuvalent Inc Class A,생명과학 및 메디컬 리서치,562020
TA,Travelcenters of America Inc,오일 및 가스,501020
GLUE,Monte Rosa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
GET,Getnet Adquirencia e Servicos para Meios de Pagamento SA ADR,전문 및 상업 서비스,522030
IMGO,Imago BioSciences Inc,생명과학 및 메디컬 리서치,562020
CHSCO,CHS Inc PRF,식품 및 담배,541020
BHFAN,Brighthouse Financial Inc ADR,보험,553010
BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
BZFD,BuzzFeed Inc Class A,소프트웨어 및 IT서비스,572010
HIIIU,Hudson Executive Investment III Unit,기타 금융업,556010
CHSCL,CHS Inc PRF,식품 및 담배,541020
IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
YORW,York Water Co,수도 유틸리티,591030
EHTH,eHealth Inc,보험,553010
CENT,Central Garden & Pet Co,식품 및 담배,541020
CCB,Coastal Financial Corp (EVERETT),은행,551010
PHVS,Pharvaris NV,생명과학 및 메디컬 리서치,562020
JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MSBI,Midland States Bancorp Inc,은행,551010
PGEN,Precigen Inc,생명과학 및 메디컬 리서치,562020
CISO,Cerberus Cyber Sentinel Corp,소프트웨어 및 IT서비스,572010
PEAR,Pear Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
PRPL,Purple Innovation Inc,가정용품,532040
CENN,Cenntro Electric Group Ltd,섬유 및 의류,532020
DMRC,Digimarc Corp,소프트웨어 및 IT서비스,572010
DSKE,Daseke Inc,화물 및 물류 서비스,524050
MSDAU,MSD Acquisition Units,기타 금융업,556010
THFF,First Financial Corp,은행,551010
AGNCP,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
CPRX,Catalyst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
AROW,Arrow Financial Corp,은행,551010
NGMS,NeoGames SA,소프트웨어 및 IT서비스,572010
SCOAU,ScION Tech Growth I Units,기타 금융업,556010
LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
RGP,Resources Connection Inc,전문 및 상업 서비스,522030
LGACU,Lazard Growth Acquisition Units,기타 금융업,556010
SLAMU,Slam Units,기타 금융업,556010
VWE,Vintage Wine Estates Inc,음료,541010
HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
LE,Lands End Inc,전문품 상점,534030
FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
LEGH,Legacy Housing Corp,주택건설,532030
EQBK,Equity Bancshares Inc Class A,은행,551010
GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
CMAX,CareMax Inc Class A,헬스케어 업체 및 서비스,561020
RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ATRS,Antares Pharma Inc,헬스케어 장비 및 용품,561010
DICE,Dice Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
FCBC,First Community Bankshares Inc,은행,551010
VIACP,ViacomCBS Inc Convertible Preference Shares Series A,미디어 및 출판,533020
BFST,Business First Bancshares Inc,은행,551010
KRON,Kronos Bio Inc,생명과학 및 메디컬 리서치,562020
CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
GNOG,Golden Nugget Online Gaming Inc Class A,소프트웨어 및 IT서비스,572010
VERI,Veritone Inc,소프트웨어 및 IT서비스,572010
CHW,Calamos Global Dynamic Income Fund,다양한 금융서비스,555010
EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
KNTE,Kinnate Biopharma Inc,생명과학 및 메디컬 리서치,562020
BIOX,Bioceres Crop Solutions Corp,화학,511010
VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
SWIR,Sierra Wireless Inc,커뮤니케이션 및 네트워킹,571020
CTLP,Cantaloupe Inc,핀테크,573010
CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
MESO,Mesoblast Ltd ADR,생명과학 및 메디컬 리서치,562020
REVHU,Revolution Healthcare Acquisition Units,기타 금융업,556010
CHSCM,CHS Inc PRF,식품 및 담배,541020
HNST,Honest Company Inc,전문품 상점,534030
STKL,Sunopta Inc,식품 및 담배,541020
CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
CGEM,Cullinan Oncology Inc,생명과학 및 메디컬 리서치,562020
HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
BFC,Bank First Corp,은행,551010
OPRT,Oportun Financial Corp,은행,551010
HUMA,Humacyte Inc,생명과학 및 메디컬 리서치,562020
VALU,Value Line Inc,전문 및 상업 서비스,522030
PNT,POINT Biopharma Global Inc,생명과학 및 메디컬 리서치,562020
AVIR,Atea Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ARBE,Arbe Robotics Ltd,우주항공 및 국방,521010
CELU,Celularity Inc Class A,생명과학 및 메디컬 리서치,562020
COCO,Vita Coco Company Inc,음료,541010
NYXH,Nyxoah SA,헬스케어 장비 및 용품,561010
RWAY,Runway Growth Finance Corp,은행,551010
PSNL,Personalis Inc,생명과학 및 메디컬 리서치,562020
HBT,HBT Financial Inc,은행,551010
ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
CALT,Calliditas Therapeutics AB ADR,제약,562010
IREN,Iris Energy Ltd,소프트웨어 및 IT서비스,572010
AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
LGO,Largo Inc,우라늄,503010
DCRC,Decarbonization Plus Acquisition Corporation III Class A,기타 금융업,556010
GHIXU,Gores Holdings IX Units,기타 금융업,556010
FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CMLTU,CM Life Sciences III Units,기타 금융업,556010
FMNB,Farmers National Banc Corp,은행,551010
DGNU,Dragoneer Growth Opportunities III Corp Class A,기타 금융업,556010
UFPT,UFP Technologies Inc,헬스케어 장비 및 용품,561010
HAACU,Health Assurance Acquisition Units,기타 금융업,556010
OMIC,Singular Genomics Systems Inc,생명과학 및 메디컬 리서치,562020
IBCP,Independent Bank Corp (Michigan),은행,551010
MYPS,Playstudios Inc Class A,소프트웨어 및 IT서비스,572010
GRPH,Graphite Bio Inc,생명과학 및 메디컬 리서치,562020
AURA,Aura Biosciences Inc,생명과학 및 메디컬 리서치,562020
MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
FRPH,FRP Holdings Inc,기타 금융업,556010
RBB,RBB Bancorp,은행,551010
ANZU,Anzu Special Acquisition Corp I Class A,기타 금융업,556010
SPFI,South Plains Financial Inc,은행,551010
MDXG,MiMedx Group Inc,생명과학 및 메디컬 리서치,562020
GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
HTBI,Hometrust Bancshares Inc,은행,551010
TBCP,Thunder Bridge Capital Partners III Inc Class A,기타 금융업,556010
ACGLN,Arch Capital Group Ltd ADR,보험,553010
METC,Ramaco Resources Inc,메탈&마이닝,512010
WSBF,Waterstone Financial Inc,은행,551010
FMTX,Forma Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
YELL,Yellow Corp,화물 및 물류 서비스,524050
RNLX,Renalytix PLC ADR,헬스케어 장비 및 용품,561010
MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
BLUE,bluebird bio Inc,생명과학 및 메디컬 리서치,562020
CFIVU,CF Acquisition IV Units,기타 금융업,556010
FOSL,Fossil Group Inc,섬유 및 의류,532020
FISI,Financial Institutions Inc,은행,551010
TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
MVIS,MicroVision Inc,전자 장비 및 부품,571040
SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
FITBI,Fifth Third Bancorp ADR,은행,551010
RMBL,RumbleOn Inc Class B,소프트웨어 및 IT서비스,572010
SMLR,Semler Scientific Inc,헬스케어 장비 및 용품,561010
MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
HBANP,Huntington Bancshares Inc ADR,은행,551010
FINM,Marlin Technology Corp Class A,기타 금융업,556010
JOFF,JOFF Fintech Acquisition Corp Class A,기타 금융업,556010
CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
PETS,Petmed Express Inc,식품 및 약품소매,543010
OHPA,Orion Acquisition Corp Class A,기타 금융업,556010
EBTC,Enterprise Bancorp Inc,은행,551010
FSBC,Five Star Bancorp,은행,551010
FLIC,First of Long Island Corp,은행,551010
CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
WTBA,West Bancorporation Inc,은행,551010
HOL,Holicity Inc,기타 금융업,556010
EVLV,Evolv Technologies Holdings Inc Class A,커뮤니케이션 및 네트워킹,571020
EPHY,Epiphany Technology Acquisition Corp Class A,기타 금융업,556010
ZY,Zymergen Inc,화학,511010
KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
LCAHU,Landcadia Holdings IV Inc Unit,기타 금융업,556010
INBK,First Internet Bancorp,은행,551010
TCVA,TCV Acquisition Corp Class A,기타 금융업,556010
NAUT,Nautilus Biotechnology Inc,생명과학 및 메디컬 리서치,562020
AMAL,Amalgamated Bank,은행,551010
INAQU,Insu Acquisition Corp II,기타 금융업,556010
PACX,Pioneer Merger Corp Class A,기타 금융업,556010
ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
STXB,Spirit of Texas Bancshares Inc,은행,551010
IDEX,Ideanomics Inc,핀테크,573010
PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
MMAT,Meta Materials Inc,전자 장비 및 부품,571040
GREE,Greenidge Generation Holdings Inc Class A,핀테크,573010
MPB,Mid Penn Bancorp Inc,은행,551010
LILA,Liberty Latin America Ltd Class A,통신 서비스,574010
IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
BWB,Bridgewater Bancshares Inc,은행,551010
WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
RTLR,Rattler Midstream LP Unit,오일 및 가스 장비 및 서비스,501030
ALRS,Alerus Financial Corp,은행,551010
MVBF,MVB Financial Corp,은행,551010
LIAN,LianBio ADR,생명과학 및 메디컬 리서치,562020
AFMD,Affimed NV,생명과학 및 메디컬 리서치,562020
CHUY,Chuy's Holdings Inc,호텔 및 엔터테인먼트,533010
ROOT,Root Inc Class A,보험,553010
DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
RMGCU,Rmg Acquisition Iii Units,기타 금융업,556010
ZING,Ftac Zeus Acquisition Corp Class A,기타 금융업,556010
POWW,Ammo Inc,우주항공 및 국방,521010
CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
INVZ,Innoviz Technologies Ltd,반도체 및 반도체 장비,571010
TYRA,Tyra Biosciences Inc,생명과학 및 메디컬 리서치,562020
EM,Smart Share Global Ltd ADR,"컴퓨터, 전화 및 가전제품",571060
LOCO,El Pollo Loco Holdings Inc,호텔 및 엔터테인먼트,533010
PHAT,Phathom Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CSTR,CapStar Financial Holdings Inc,은행,551010
RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
GSEVU,Gores Holdings VII Units,기타 금융업,556010
MAXN,Maxeon Solar Technologies Ltd,재생에너지,502010
TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
SMBC,Southern Missouri Bancorp Inc,은행,551010
GTX,Garrett Motion Inc,자동차 및 자동차 부품,531010
SIGA,SIGA Technologies Inc,제약,562010
SPWH,Sportsmans Warehouse Holdings Inc,전문품 상점,534030
DCPH,Deciphera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
TSVT,2Seventy Bio Inc,생명과학 및 메디컬 리서치,562020
LSXMB,Liberty Media Corp Series B,미디어 및 출판,533020
LVOXU,LiveVox Holding Units,소프트웨어 및 IT서비스,572010
BOWXU,BowX Acquisition Units,기타 금융업,556010
TETC,Tech & Energy Transition Corp Class A,기타 금융업,556010
NAAC,North Atlantic Acquisition Corp Class A,기타 금융업,556010
BTAI,BioXcel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
DCRCU,Decarbonization Plus Acquisition III Units,기타 금융업,556010
STRO,Sutro Biopharma Inc,생명과학 및 메디컬 리서치,562020
PNTG,Pennant Group Inc,헬스케어 업체 및 서비스,561020
DJCO,Daily Journal Corp,미디어 및 출판,533020
GRWG,GrowGeneration Corp,전문품 상점,534030
SFST,Southern First Bancshares Inc,은행,551010
SVA,Sinovac Biotech Ltd,제약,562010
MSON,Misonix Inc,헬스케어 장비 및 용품,561010
ANIK,Anika Therapeutics Inc,제약,562010
IRMD,IRadimed Corp,헬스케어 장비 및 용품,561010
ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
WEJO,Wejo Group Ltd,전문 및 상업 서비스,522030
CHSCN,CHS Inc PRF,식품 및 담배,541020
LGST,Semper Paratus Acquisition Corp Class A,기타 금융업,556010
GIG,GigCapital4 Inc,기타 금융업,556010
FDMT,4D Molecular Therapeutics Inc,생명과학 및 메디컬 리서치,562020
UEIC,Universal Electronics Inc,"컴퓨터, 전화 및 가전제품",571060
DLTH,Duluth Holdings Inc Class B,섬유 및 의류,532020
ESGRP,Enstar Group Ltd ADR,보험,553010
GTPBU,Gores Technology Partners II Units,기타 금융업,556010
INSG,Inseego Corp,커뮤니케이션 및 네트워킹,571020
SOND,Sonder Holdings Inc Class A,호텔 및 엔터테인먼트,533010
ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
CCBG,Capital City Bank Group Inc,은행,551010
